name,vacancy_rate,rental_stock,population,rental_pop,state,region
Springfield Lakes,1.62,102,15310.0,44.41,Queensland,Ipswich
Augustine Heights,1.54,33,4876.0,41.42,Queensland,Ipswich
Brookwater,1.01,10,2149.0,20.11,Queensland,Ipswich
Bellbird Park,1.18,49,6729.0,34.31,Queensland,Ipswich
Beaudesert,0.8,28,6389.0,40.25,Queensland,Scenic Rim
Beenleigh,0.82,34,8257.0,45.3,Queensland,Logan
Eagleby,0.84,52,13329.0,41.91,Queensland,Logan
Edens Landing,0.41,8,5090.0,30.7,Queensland,Logan
Holmview,1.54,32,2358.0,44.6,Queensland,Logan
Mount Warren Park,0.44,11,5792.0,22.89,Queensland,Logan
Wolffdene,,0,292.0,9.38,Queensland,Logan
Bahrs Scrub,1.24,34,1923.0,39.91,Queensland,Logan
Boronia Heights,0.92,29,7861.0,35.28,Queensland,Logan
Park Ridge,2.21,119,2504.0,16.94,Queensland,Logan
Browns Plains,1.0,28,6305.0,41.32,Queensland,Logan
Chambers Flat,0.55,9,2329.0,19.88,Queensland,Logan
Logan Reserve,2.8,149,3521.0,32.7,Queensland,Logan
Crestmead,0.83,37,12152.0,37.99,Queensland,Logan
Hillcrest,1.13,31,5626.0,36.08,Queensland,Logan
Marsden,0.87,48,14066.0,43.84,Queensland,Logan
Munruben,,0,2872.0,7.65,Queensland,Logan
Park Ridge South,1.56,9,1764.0,12.48,Queensland,Logan
Heritage Park,0.24,4,4970.0,21.97,Queensland,Logan
Logan Village,0.65,13,4422.0,10.89,Queensland,Logan
New Beith,0.11,2,4072.0,4.81,Queensland,Logan
Greenbank,1.06,59,7696.0,11.82,Queensland,Logan
North Maclean,0.35,2,1535.0,17.6,Queensland,Logan
Jimboomba,0.55,23,13205.0,15.38,Queensland,Logan
Yarrabilba,2.37,122,3578.0,40.47,Queensland,Logan
Bethania,0.77,24,5385.0,25.14,Queensland,Logan
Waterford,0.8,18,5481.0,39.67,Queensland,Logan
Cornubia,0.48,13,7318.0,12.66,Queensland,Logan
Carbrook,,0,1218.0,12.41,Queensland,Logan
Loganholme,0.49,14,6297.0,25.11,Queensland,Logan
Tanah Merah,0.54,10,4752.0,22.97,Queensland,Logan
Loganlea,1.3,51,7325.0,49.87,Queensland,Logan
Shailer Park,0.47,21,11756.0,17.13,Queensland,Logan
Waterford West,0.63,19,6436.0,35.02,Queensland,Logan
Daisy Hill,0.57,15,6660.0,22.57,Queensland,Logan
Logan Central,0.97,24,5947.0,47.78,Queensland,Logan
Rochedale South,0.67,41,15317.0,22.44,Queensland,Logan
Priestdale,,0,132.0,,Queensland,Logan
Slacks Creek,0.73,30,10435.0,37.97,Queensland,Logan
Underwood,0.92,23,6338.0,27.58,Queensland,Logan
Woodridge,1.02,53,12581.0,48.73,Queensland,Logan
Bowen,0.43,25,10383.0,29.67,Queensland,Whitsunday
Nebo,0.84,4,754.0,27.87,Queensland,Isaac
Clermont,0.44,8,3029.0,26.58,Queensland,Isaac
Collinsville,1.63,14,1248.0,19.43,Queensland,Whitsunday
Moranbah,2.52,112,8738.0,51.51,Queensland,Isaac
Andergrove,0.6,26,9423.0,31.3,Queensland,Mackay
East Mackay,0.84,15,3564.0,30.18,Queensland,Mackay
Eimeo,1.17,16,3235.0,25.6,Queensland,Mackay
Rural View,0.63,14,4793.0,31.15,Queensland,Mackay
Eungella Hinterland,,0,,,Queensland,Mackay
Mackay,1.68,39,3655.0,44.24,Queensland,Mackay
Mackay Harbour,0.74,4,549.0,26.97,Queensland,Mackay
Mount Pleasant,0.86,31,6685.0,20.75,Western Australia,Melville
Glenella,0.6,10,4519.0,22.19,Queensland,Mackay
North Mackay,0.67,21,5928.0,32.74,Queensland,Mackay
Ooralea,0.56,8,3363.0,25.06,Queensland,Mackay
Bakers Creek,0.14,1,1159.0,20.74,Queensland,Mackay
Sarina,0.27,7,5524.0,22.35,Queensland,Mackay
Calen,,0,392.0,20.44,Queensland,Mackay
Shoal Point,0.97,5,973.0,17.37,Queensland,Mackay
Bucasia,0.93,20,4773.0,30.48,Queensland,Mackay
Slade Point,1.05,16,3347.0,27.69,Queensland,Mackay
South Mackay,0.51,17,6709.0,32.45,Queensland,Mackay
Walkerston,0.29,4,3408.0,21.82,Queensland,Mackay
Eton,,0,675.0,15.33,Queensland,Mackay
West Mackay,0.75,22,6208.0,28.99,Queensland,Mackay
Whitsundays,,0,2267.0,34.43,Queensland,Whitsunday
Cape Conway,,0,,,Queensland,Whitsunday
Proserpine,0.8,13,3564.0,30.35,Queensland,Whitsunday
Beachmere,0.3,7,4107.0,30.22,Queensland,Moreton Bay
Sandstone Point,0.47,10,3958.0,17.58,Queensland,Moreton Bay
Burpengary,0.97,71,14021.0,24.35,Queensland,Moreton Bay
Caboolture,1.15,152,26430.0,41.24,Queensland,Moreton Bay
Elimbah,0.2,3,3963.0,10.24,Queensland,Moreton Bay
Morayfield,1.44,176,21394.0,38.63,Queensland,Moreton Bay
Wamuran,0.17,2,3199.0,11.93,Queensland,Moreton Bay
Kilcoy,0.83,7,1897.0,32.8,Queensland,Somerset
Woodford,0.64,8,3462.0,17.58,Queensland,Moreton Bay
D'Aguilar,0.13,1,1211.0,16.78,Queensland,Moreton Bay
Deception Bay,1.1,90,19849.0,35.95,Queensland,Moreton Bay
Narangba,0.91,73,18576.0,22.46,Queensland,Moreton Bay
Upper Caboolture,0.88,18,4213.0,25.52,Queensland,Moreton Bay
Margate,0.86,35,7405.0,38.2,Queensland,Moreton Bay
Woody Point,0.77,21,4424.0,38.01,Queensland,Moreton Bay
Redcliffe,0.8,49,10378.0,39.44,Queensland,Moreton Bay
Rothwell,0.77,26,7162.0,39.16,Queensland,Moreton Bay
Kippa-Ring,0.81,34,9790.0,32.11,Queensland,Moreton Bay
Moreton Island,4.71,4,242.0,9.21,Queensland,Brisbane
Scarborough,0.87,83,15470.0,32.8,Western Australia,Stirling
Albany Creek,0.46,31,15769.0,16.1,Queensland,Moreton Bay
Cashmere,0.24,4,4915.0,6.85,Queensland,Moreton Bay
Dayboro,,0,2116.0,10.92,Queensland,Moreton Bay
Eatons Hill,0.12,3,7974.0,12.19,Queensland,Moreton Bay
Samford Valley,0.09,1,3072.0,4.17,Queensland,Moreton Bay
Murrumba Downs,0.47,22,10679.0,29.67,Queensland,Moreton Bay
Griffin,1.42,80,6838.0,50.28,Queensland,Moreton Bay
Dakabin,1.07,25,3540.0,40.3,Queensland,Moreton Bay
Kallangur,0.99,93,20402.0,35.3,Queensland,Moreton Bay
Mango Hill,1.41,85,8442.0,40.56,Queensland,Moreton Bay
North Lakes,0.74,65,21668.0,38.58,Queensland,Moreton Bay
Bray Park,0.61,24,10250.0,25.66,Queensland,Moreton Bay
Lawnton,0.57,18,5659.0,33.88,Queensland,Moreton Bay
Petrie,0.53,19,8679.0,23.67,Queensland,Moreton Bay
Strathpine,0.81,36,9506.0,23.41,Queensland,Moreton Bay
Brendale,0.63,10,2759.0,48.71,Queensland,Moreton Bay
Aurukun,,0,1271.0,70.98,Queensland,Aurukun
Kowanyama,,0,947.0,84.59,Queensland,Kowanyama
Pormpuraaw,,0,747.0,75.18,Queensland,Pormpuraaw
Tablelands,,0,210.0,15.09,Northern Territory,Barkly
Carpentaria,,0,,,Queensland,Carpentaria
Mount Isa,2.78,3,116.0,49.3,Queensland,Mount Isa
Barcaldine,0.53,5,1421.0,23.05,Queensland,Barcaldine
Blackall,0.34,3,1414.0,22.28,Queensland,Blackall-Tambo
Charleville,,0,3337.0,26.06,Queensland,Murweh
Longreach,0.36,8,2967.0,30.11,Queensland,Longreach
Buderim,0.56,79,29356.0,23.7,Queensland,Sunshine Coast
Mountain Creek,0.38,17,11258.0,35.64,Queensland,Sunshine Coast
Sippy Downs,0.51,24,10293.0,38.12,Queensland,Sunshine Coast
Aroona,0.15,2,3283.0,15.65,Queensland,Sunshine Coast
Currimundi,0.56,16,6780.0,26.27,Queensland,Sunshine Coast
Buddina,1.76,39,3886.0,28.98,Queensland,Sunshine Coast
Minyama,0.52,7,2540.0,17.01,Queensland,Sunshine Coast
Caloundra,0.57,16,3915.0,31.96,Queensland,Sunshine Coast
Kings Beach,1.61,41,2785.0,32.1,Queensland,Sunshine Coast
Golden Beach,0.66,23,5571.0,27.22,Queensland,Sunshine Coast
Pelican Waters,0.34,13,6282.0,13.45,Queensland,Sunshine Coast
Moffat Beach,0.71,10,2551.0,26.32,Queensland,Sunshine Coast
Battery Hill,0.84,10,2535.0,29.67,Queensland,Sunshine Coast
Parrearra,0.51,12,4462.0,30.21,Queensland,Sunshine Coast
Warana,1.0,17,3687.0,30.84,Queensland,Sunshine Coast
Wurtulla,0.83,22,5909.0,26.23,Queensland,Sunshine Coast
Birtinya,1.58,33,1931.0,63.96,Queensland,Sunshine Coast
Caloundra West,0.62,19,6292.0,29.72,Queensland,Sunshine Coast
Meridan Plains,0.8,17,3674.0,38.3,Queensland,Sunshine Coast
Coolum Beach,0.72,38,8503.0,26.52,Queensland,Sunshine Coast
Marcoola,0.97,19,3176.0,38.59,Queensland,Sunshine Coast
Mudjimba,1.41,18,2545.0,28.93,Queensland,Sunshine Coast
Maroochydore,1.05,139,16796.0,36.61,Queensland,Sunshine Coast
Kuluin,0.08,1,2365.0,23.46,Queensland,Sunshine Coast
Mooloolaba,0.89,45,7730.0,31.28,Queensland,Sunshine Coast
Alexandra Headland,0.97,24,3955.0,31.39,Queensland,Sunshine Coast
Noosa Heads,1.07,35,4485.0,18.58,Queensland,Noosa
Noosaville,0.97,52,8129.0,23.06,Queensland,Noosa
Sunshine Beach,1.25,22,2461.0,22.74,Queensland,Noosa
Tewantin,0.69,39,10920.0,26.37,Queensland,Noosa
Peregian Beach,1.32,33,3792.0,22.78,Queensland,Noosa
Marcus Beach,0.26,1,752.0,18.5,Queensland,Noosa
Peregian Springs,0.71,28,7063.0,31.88,Queensland,Sunshine Coast
Beerwah,0.37,12,6769.0,28.29,Queensland,Sunshine Coast
Glass House Mountains,0.38,9,5067.0,16.01,Queensland,Sunshine Coast
Landsborough,0.28,6,3808.0,22.29,Queensland,Sunshine Coast
Palmwoods,0.52,17,5673.0,20.2,Queensland,Sunshine Coast
Bli Bli,0.28,12,7799.0,18.29,Queensland,Sunshine Coast
Diddillibah,0.36,3,1404.0,15.3,Queensland,Sunshine Coast
Rosemount,,0,1588.0,13.27,Queensland,Sunshine Coast
Eumundi,0.5,5,2219.0,14.49,Queensland,Sunshine Coast
Yandina,0.48,7,2372.0,24.58,Queensland,Sunshine Coast
Nambour,0.76,45,11185.0,36.49,Queensland,Sunshine Coast
Cambooya,1.12,12,1586.0,19.97,Queensland,Toowoomba
Wyreema,0.54,5,1829.0,24.14,Queensland,Toowoomba
Darling Heights,0.85,17,5189.0,39.53,Queensland,Toowoomba
Drayton,0.45,4,1710.0,31.48,Queensland,Toowoomba
Harristown,0.83,38,8557.0,35.34,Queensland,Toowoomba
Gatton,1.3,42,7102.0,36.16,Queensland,Lockyer Valley
Highfields,0.2,8,8131.0,15.2,Queensland,Toowoomba
Middle Ridge,0.76,23,7139.0,18.03,Queensland,Toowoomba
North Toowoomba,1.02,17,2947.0,34.89,Queensland,Toowoomba
Harlaxton,1.06,14,2545.0,38.02,Queensland,Toowoomba
Rangeville,0.78,30,8311.0,23.48,Queensland,Toowoomba
Toowoomba,,0,2086.0,45.37,Queensland,Toowoomba
Wilsonton,0.67,21,5960.0,33.33,Queensland,Toowoomba
Ayr,0.11,5,8740.0,27.02,Queensland,Burdekin
Charters Towers,,0,2135.0,29.48,Queensland,Charters Towers
Ingham,0.42,10,4430.0,23.72,Queensland,Hinchinbrook
Palm Island,,0,2458.0,86.14,Queensland,Palm Island
Aitkenvale,1.13,28,4790.0,38.19,Queensland,Townsville
Belgian Gardens,1.33,16,2074.0,33.51,Queensland,Townsville
Pallarenda,0.27,1,796.0,24.62,Queensland,Townsville
Bohle Plains,0.81,17,3204.0,48.84,Queensland,Townsville
Condon,0.89,23,5783.0,32.88,Queensland,Townsville
Rasmussen,1.03,20,4459.0,37.95,Queensland,Townsville
Cranbrook,0.92,24,5915.0,27.2,Queensland,Townsville
Douglas,,0,69.0,,Victoria,West Wimmera
Garbutt,0.82,11,2394.0,45.94,Queensland,Townsville
Gulliver,0.58,8,2831.0,29.49,Queensland,Townsville
Currajong,0.97,13,2553.0,29.3,Queensland,Townsville
Vincent,1.0,10,2354.0,38.48,Queensland,Townsville
Heatley,0.7,13,4030.0,32.25,Queensland,Townsville
Hermit Park,1.29,24,3413.0,40.38,Queensland,Townsville
Rosslea,1.33,15,1737.0,47.28,Queensland,Townsville
Hyde Park,0.57,5,1661.0,22.75,South Australia,Unley
Pimlico,0.88,13,2464.0,45.69,Queensland,Townsville
Kelso,0.96,40,10533.0,29.16,Queensland,Townsville
Kirwan,0.95,81,21423.0,32.44,Queensland,Townsville
Mount Louisa,1.08,39,8825.0,31.97,Queensland,Townsville
Mundingburra,0.78,13,3626.0,31.53,Queensland,Townsville
Oonoonba,1.07,13,1670.0,33.67,Queensland,Townsville
South Townsville,1.54,21,2354.0,41.91,Queensland,Townsville
Railway Estate,1.43,22,2853.0,32.36,Queensland,Townsville
Townsville,,0,2908.0,41.88,Queensland,Townsville
Townsville City,1.72,34,2908.0,41.88,Queensland,Townsville
North Ward,2.24,72,5066.0,44.98,Queensland,Townsville
Wulguru,0.35,7,4568.0,27.47,Queensland,Townsville
Roseneath,,0,156.0,9.59,Queensland,Townsville
Burdell,1.62,50,5811.0,44.58,Queensland,Townsville
Mount Low,1.08,22,4650.0,34.8,Queensland,Townsville
Deeragun,1.13,20,4252.0,33.49,Queensland,Townsville
Jensen,0.12,1,1478.0,10.4,Queensland,Townsville
Kepnock,0.71,14,4437.0,31.63,Queensland,Bundaberg
Bargara,0.84,43,7479.0,25.45,Queensland,Bundaberg
Burnett Heads,0.66,10,2648.0,21.4,Queensland,Bundaberg
Branyan,0.71,13,4135.0,15.92,Queensland,Bundaberg
Kensington,2.19,129,14997.0,50.41,New South Wales,Randwick
Bundaberg,,0,313.0,22.22,Queensland,Bundaberg
Bundaberg East,0.52,7,2785.0,32.42,Queensland,Bundaberg
Kalkie,0.74,9,2690.0,22.5,Queensland,Bundaberg
Bundaberg North,0.26,7,5452.0,27.32,Queensland,Bundaberg
Gooburrum,0.15,1,1439.0,9.81,Queensland,Bundaberg
Millbank,0.48,6,2516.0,34.35,Queensland,Bundaberg
Svensson Heights,0.63,10,3202.0,32.1,Queensland,Bundaberg
Norville,0.82,10,2403.0,26.64,Queensland,Bundaberg
Walkervale,0.52,7,2982.0,28.32,Queensland,Bundaberg
Avenell Heights,0.69,16,4873.0,31.49,Queensland,Bundaberg
Gayndah,0.18,2,1983.0,28.72,Queensland,North Burnett
Mundubbera,0.15,1,1260.0,35.02,Queensland,North Burnett
Gin Gin,0.16,1,1054.0,28.7,Queensland,Bundaberg
Kingaroy,0.75,36,10025.0,34.71,Queensland,South Burnett
Monto,0.14,1,1195.0,21.57,Queensland,North Burnett
Eidsvold,0.25,1,573.0,27.09,Queensland,North Burnett
Nanango,0.46,9,3597.0,29.06,Queensland,South Burnett
Cooloola,,0,3.0,,Queensland,Gympie
Gympie,0.74,41,10803.0,36.14,Queensland,Gympie
Kilkivan,,0,713.0,15.33,Queensland,Gympie
Booral,0.14,1,1540.0,14.92,Queensland,Fraser Coast
River Heads,0.89,7,1540.0,17.84,Queensland,Fraser Coast
Craignish,0.26,2,1829.0,13.71,Queensland,Fraser Coast
Dundowran Beach,0.22,2,2083.0,9.88,Queensland,Fraser Coast
Pialba,0.84,21,3678.0,35.4,Queensland,Fraser Coast
Eli Waters,0.96,23,3309.0,26.63,Queensland,Fraser Coast
Point Vernon,0.42,12,5702.0,25.06,Queensland,Fraser Coast
Scarness,1.31,31,3517.0,35.33,Queensland,Fraser Coast
Kawungan,0.62,17,4819.0,24.59,Queensland,Fraser Coast
Urangan,0.62,43,9765.0,28.45,Queensland,Fraser Coast
Wondunna,0.53,7,2672.0,18.24,Queensland,Fraser Coast
Fraser,0.25,2,2031.0,10.59,Australian Capital Territory,ACT
Tinana,0.23,6,5475.0,17.93,Queensland,Fraser Coast
Adelaide,1.66,195,15109.0,49.54,South Australia,Adelaide
North Adelaide,1.0,40,6954.0,38.3,South Australia,Adelaide
Aldgate,0.15,2,3355.0,6.26,South Australia,Adelaide Hills
Stirling,0.53,21,9673.0,14.03,Western Australia,Stirling
Hahndorf,0.25,3,2671.0,14.42,South Australia,Mount Barker
Echunga,0.21,1,1115.0,12.3,South Australia,Mount Barker
Lobethal,0.26,3,2524.0,17.65,South Australia,Adelaide Hills
Woodside,0.52,7,2610.0,20.8,South Australia,Adelaide Hills
Mount Barker,0.52,51,13843.0,32.15,South Australia,Mount Barker
Nairne,0.35,8,5043.0,21.72,South Australia,Mount Barker
Uraidla,1.16,3,577.0,16.32,South Australia,Adelaide Hills
Summertown,0.64,2,681.0,7.94,South Australia,Adelaide Hills
Wattle Park,0.13,1,1813.0,10.32,South Australia,Burnside
Beaumont,0.45,5,2583.0,9.06,South Australia,Burnside
Glen Osmond,0.39,3,1992.0,10.22,South Australia,Burnside
Toorak Gardens,0.68,8,2620.0,22.76,South Australia,Burnside
Athelstone,0.35,14,9154.0,11.74,South Australia,Campbelltown
Paradise,0.46,16,6778.0,25.05,South Australia,Campbelltown
Newton,0.5,12,4793.0,24.28,South Australia,Campbelltown
Rostrevor,0.59,22,7745.0,17.82,South Australia,Campbelltown
Magill,0.9,42,8857.0,27.64,South Australia,Campbelltown
Payneham,0.59,8,2289.0,37.89,South Australia,Norwood Payneham St Peters
Felixstow,0.49,7,2317.0,29.71,South Australia,Norwood Payneham St Peters
Marden,1.11,17,2308.0,36.59,South Australia,Norwood Payneham St Peters
Nailsworth,0.21,2,2148.0,31.46,South Australia,Prospect
Broadview,0.73,16,4126.0,32.22,South Australia,Port Adelaide Enfield
Walkerville,0.79,11,2693.0,30.17,South Australia,Walkerville
Goodwood,0.6,9,2984.0,32.01,South Australia,Unley
Millswood,0.47,4,2140.0,13.63,South Australia,Unley
Unley,0.91,19,4012.0,31.92,South Australia,Unley
Parkside,0.92,23,4784.0,32.37,South Australia,Unley
Gawler,0.67,3,648.0,33.86,South Australia,Gawler
Lewiston,0.14,2,3082.0,6.57,South Australia,Mallala
Two Wells,0.31,6,2550.0,13.1,South Australia,Mallala
Craigmore,0.22,9,10890.0,20.78,South Australia,Playford
Blakeview,1.09,40,7229.0,30.58,South Australia,Playford
Davoren Park,1.33,43,6494.0,41.75,South Australia,Playford
Elizabeth,,0,1028.0,43.66,South Australia,Playford
Elizabeth East,1.3,27,4441.0,39.14,South Australia,Playford
Munno Para West,1.13,37,5903.0,40.53,South Australia,Playford
Angle Vale,0.84,29,2926.0,7.17,South Australia,Playford
One Tree Hill,,0,1095.0,6.74,South Australia,Playford
Elizabeth North,0.82,15,3467.0,46.14,South Australia,Playford
Waterloo Corner,0.64,4,1222.0,10.56,South Australia,Playford
Blair Athol,0.61,15,4634.0,38.54,South Australia,Port Adelaide Enfield
Windsor Gardens,0.57,15,5269.0,30.19,South Australia,Port Adelaide Enfield
Northfield,0.36,7,4635.0,38.33,South Australia,Port Adelaide Enfield
Valley View,0.29,8,6106.0,16.83,South Australia,Salisbury
Gilles Plains,0.44,8,3577.0,37.96,South Australia,Port Adelaide Enfield
Dry Creek,0.73,1,234.0,31.91,South Australia,Salisbury
Ingle Farm,0.38,17,8822.0,22.51,South Australia,Salisbury
Para Hills,0.5,15,6555.0,17.76,South Australia,Salisbury
Parafield,,0,,,South Australia,Salisbury
Parafield Gardens,0.26,18,16952.0,26.19,South Australia,Salisbury
Paralowie,0.56,36,16530.0,22.87,South Australia,Salisbury
Salisbury East,0.58,24,8973.0,23.48,South Australia,Salisbury
Salisbury North,0.58,26,9884.0,34.3,South Australia,Salisbury
Mawson Lakes,0.9,50,13298.0,37.02,South Australia,Salisbury
Globe Derby Park,0.65,1,348.0,17.42,South Australia,Salisbury
Pooraka,0.51,17,7229.0,26.13,South Australia,Salisbury
Cavan,,0,52.0,28.57,New South Wales,Yass Valley
Golden Grove,0.28,12,10232.0,22.45,South Australia,Tea Tree Gully
Greenwith,0.13,5,8987.0,21.27,South Australia,Tea Tree Gully
Highbury,0.53,15,6585.0,11.12,South Australia,Tea Tree Gully
Dernancourt,0.34,6,3853.0,14.43,South Australia,Tea Tree Gully
Hope Valley,0.23,9,7886.0,28.07,South Australia,Tea Tree Gully
Modbury,0.71,20,5243.0,29.41,South Australia,Tea Tree Gully
Modbury Heights,0.21,6,6701.0,15.3,South Australia,Tea Tree Gully
Redwood Park,0.46,10,5421.0,10.49,South Australia,Tea Tree Gully
St Agnes,0.46,9,4141.0,15.8,South Australia,Tea Tree Gully
Ridgehaven,0.58,12,4008.0,23.37,South Australia,Tea Tree Gully
Edwardstown,0.61,15,4333.0,39.64,South Australia,Marion
Hallett Cove,0.38,19,12300.0,13.91,South Australia,Marion
Marino,0.42,4,2183.0,13.42,South Australia,Marion
Seaview Downs,0.45,5,2678.0,10.27,South Australia,Marion
Mitchell Park,0.53,16,5465.0,44.67,South Australia,Marion
Morphettville,0.31,6,3210.0,36.74,South Australia,Marion
Sheidow Park,0.16,4,6674.0,11.86,South Australia,Marion
Trott Park,0.33,4,3109.0,13.42,South Australia,Marion
Warradale,0.32,9,5242.0,22.52,South Australia,Marion
Belair,0.16,3,4407.0,12.41,South Australia,Mitcham
Bellevue Heights,0.18,2,2621.0,14.8,South Australia,Mitcham
Blackwood,,0,4175.0,14.95,South Australia,Mitcham
Colonel Light Gardens,0.16,2,3350.0,11.42,South Australia,Mitcham
Panorama,0.57,6,2308.0,14.12,South Australia,Mitcham
Aberfoyle Park,0.27,12,11045.0,16.85,South Australia,Onkaparinga
Aldinga,,0,567.0,15.36,South Australia,Onkaparinga
Christie Downs,0.52,14,5286.0,39.62,South Australia,Onkaparinga
Christies Beach,0.61,19,5446.0,36.5,South Australia,Onkaparinga
Coromandel Valley,0.12,2,4206.0,7.13,South Australia,Onkaparinga
Flagstaff Hill,0.22,9,9951.0,10.0,South Australia,Onkaparinga
Hackham,0.11,2,4009.0,22.16,South Australia,Onkaparinga
Onkaparinga Hills,0.4,4,2527.0,3.56,South Australia,Onkaparinga
Hackham West,0.17,3,3547.0,37.63,South Australia,Onkaparinga
Huntfield Heights,0.61,11,4046.0,30.57,South Australia,Onkaparinga
Happy Valley,0.16,8,11220.0,15.49,South Australia,Onkaparinga
Lonsdale,,0,,,South Australia,Onkaparinga
McLaren Vale,0.1,2,3839.0,14.58,South Australia,Onkaparinga
Morphett Vale,0.3,34,23134.0,26.97,South Australia,Onkaparinga
Reynella,0.41,9,4755.0,19.2,South Australia,Onkaparinga
Willunga,0.19,2,2309.0,13.14,South Australia,Onkaparinga
Seaford,0.73,64,16465.0,28.97,Victoria,Frankston
Seaford Meadows,0.6,12,3849.0,40.25,South Australia,Onkaparinga
Seaford Rise,0.29,7,6099.0,24.88,South Australia,Onkaparinga
Moana,0.18,3,2636.0,17.87,South Australia,Onkaparinga
Beverley,0.53,4,1503.0,33.43,South Australia,Charles Sturt
Flinders Park,0.55,13,4883.0,22.09,South Australia,Charles Sturt
Henley Beach,0.55,17,5989.0,27.95,South Australia,Charles Sturt
Hindmarsh,0.87,1,233.0,48.51,South Australia,Charles Sturt
Brompton,0.85,16,3538.0,48.44,South Australia,Charles Sturt
Royal Park,0.73,12,2965.0,26.39,South Australia,Charles Sturt
Hendon,0.48,3,1174.0,28.65,South Australia,Charles Sturt
Seaton,0.57,31,10360.0,32.68,South Australia,Charles Sturt
West Lakes,0.36,13,5792.0,17.41,South Australia,Charles Sturt
Largs Bay,0.54,10,4080.0,20.75,South Australia,Port Adelaide Enfield
Semaphore,0.5,7,2767.0,26.1,South Australia,Port Adelaide Enfield
North Haven,0.45,12,5563.0,15.5,South Australia,Port Adelaide Enfield
Port Adelaide,1.53,16,1224.0,42.05,South Australia,Port Adelaide Enfield
Torrens Island,,0,,,South Australia,SA
Adelaide Airport,,0,,,South Australia,West Torrens
Fulham,0.22,3,2701.0,20.23,South Australia,West Torrens
Lockleys,0.45,12,5629.0,21.01,South Australia,West Torrens
Plympton,0.95,27,4755.0,36.64,South Australia,West Torrens
West Beach,0.47,12,4966.0,23.75,South Australia,West Torrens
Angaston,0.17,2,2100.0,24.61,South Australia,Barossa
Lyndoch,0.2,2,2000.0,16.75,South Australia,Barossa
Mallala,,0,892.0,13.82,South Australia,Mallala
Nuriootpa,0.38,13,6314.0,24.15,South Australia,Light
Tanunda,0.37,9,4582.0,22.89,South Australia,Barossa
Clare,0.27,5,3161.0,28.05,South Australia,Clare and Gilbert Valleys
Goyder,,0,30.0,26.67,South Australia,Wakefield
Wakefield,,0,146.0,18.18,New South Wales,Lake Macquarie
Jamestown,0.19,2,1568.0,18.15,South Australia,Northern Areas
Peterborough,0.1,1,1496.0,15.69,South Australia,Peterborough
Port Pirie,1.33,1,190.0,55.36,South Australia,Port Pirie City and Dists
Kadina,,0,2849.0,24.03,South Australia,Copper Coast
Moonta,,0,637.0,26.58,South Australia,Copper Coast
Wallaroo,0.15,4,3486.0,24.86,South Australia,Copper Coast
Ceduna,0.39,4,1851.0,33.47,South Australia,Ceduna
Kimba,,0,626.0,18.06,South Australia,Kimba
Cleve,0.46,3,939.0,17.9,South Australia,Cleve
Elliston,,0,372.0,15.97,South Australia,Elliston
Port Lincoln,0.76,56,14123.0,29.1,South Australia,Port Lincoln
Whyalla,1.13,22,3639.0,24.4,South Australia,Whyalla
Coober Pedy,0.19,3,1761.0,19.48,South Australia,SA
Quorn,0.39,3,1223.0,19.46,South Australia,Flinders Ranges
Port Augusta,0.62,24,6562.0,32.11,South Australia,Port Augusta
Roxby Downs,4.39,79,3887.0,48.64,South Australia,Roxby Downs
Goolwa,0.18,3,2351.0,20.72,South Australia,Alexandrina
Port Elliot,0.29,5,2096.0,16.13,South Australia,Alexandrina
Strathalbyn,0.2,7,6503.0,22.09,South Australia,Alexandrina
Victor Harbor,0.34,11,4232.0,25.64,South Australia,Victor Harbor
Yankalilla,0.17,1,905.0,21.08,South Australia,Yankalilla
Grant,,0,13.0,,Queensland,Barcaldine
Kingston,1.15,47,10544.0,41.1,Queensland,Logan
Robe,0.23,4,1093.0,10.72,South Australia,Robe
Millicent,0.55,15,5109.0,22.63,South Australia,Wattle Range
Naracoorte,0.16,5,5961.0,25.34,South Australia,Naracoorte and Lucindale
Penola,,0,1596.0,22.65,South Australia,Wattle Range
Wattle Range,,0,76.0,17.86,South Australia,Wattle Range
Mount Gambier,0.72,92,25513.0,30.38,South Australia,Mount Gambier
Barmera,0.31,5,2953.0,26.04,South Australia,Berri and Barmera
Berri,0.27,6,4085.0,35.62,South Australia,Berri and Barmera
Karoonda,,0,514.0,16.67,South Australia,Karoonda East Murray
Lameroo,,0,850.0,17.08,South Australia,Southern Mallee
Loxton,0.25,6,4559.0,24.78,South Australia,Loxton Waikerie
Mannum,0.28,5,2644.0,21.6,South Australia,Mid Murray
Murray Bridge,0.53,41,14558.0,37.19,South Australia,Murray Bridge
Renmark,0.12,3,4640.0,35.15,South Australia,Renmark Paringa
Waikerie,0.33,5,2684.0,26.12,South Australia,Loxton Waikerie
Augusta,0.08,1,1380.0,14.31,Western Australia,Augusta-Margaret River
Margaret River,0.54,24,7652.0,25.1,Western Australia,Augusta-Margaret River
Busselton,0.16,2,1870.0,31.34,Western Australia,Busselton
Australind,0.44,30,14536.0,20.67,Western Australia,Harvey
Leschenault,0.18,2,2937.0,6.73,Western Australia,Harvey
Capel,0.17,2,2505.0,18.4,Western Australia,Capel
College Grove,0.2,1,1575.0,19.34,Western Australia,Bunbury
Carey Park,0.79,21,5165.0,36.75,Western Australia,Bunbury
